trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 0.7648421872844885}",20,0,-139.35389739269206,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
2,False,"{'a': 0.7, 'e': 0.16996714290024104}",30,14,-19.57894056249963,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
3,False,"{'a': 0.7, 'e': 0.5048461045998571}",25,0,-77.3642564898859,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
4,False,"{'a': 0.7, 'e': 0.9422223406686581}",30,0,-75.25960734664395,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
5,False,"{'a': 0.7, 'e': 0.9364566872907963}",20,0,-80.4337601165713,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
6,False,"{'a': 0.7, 'e': 0.4902608213407002}",25,0,22.228015909245002,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
7,False,"{'a': 0.7, 'e': 0.18651236942257488}",25,17,3.7989622970289605,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
8,False,"{'a': 0.7, 'e': 0.7755658785102496}",20,0,-100.23398966412178,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
9,False,"{'a': 0.7, 'e': 0.9998586363834151}",25,0,-8.848358209813991,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
10,False,"{'a': 0.7, 'e': 0.7539022543433046}",20,0,-21.44328475720687,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
11,False,"{'a': 0.7, 'e': 0.15337386203786524}",25,0,-22.948637432768987,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
12,False,"{'a': 0.7, 'e': 0.5192886541166841}",20,0,-77.27145620873466,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
13,False,"{'a': 0.7, 'e': 0.9477216021311119}",20,0,17.30168209092989,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
14,False,"{'a': 0.7, 'e': 0.9304262721047539}",20,0,-50.558788162605545,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
15,False,"{'a': 0.7, 'e': 0.47553692799599256}",25,15,11.887021097964618,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.7, 'e': 0.2030048638187504}",20,14,11.142360598722036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.7, 'e': 0.7860702961410383}",20,8,17.75821221715612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.7, 'e': 0.9994345855010047}",20,0,22.152528190502156,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.7, 'e': 0.7427491727036707}",20,0,-27.628875682300155,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
20,False,"{'a': 0.7, 'e': 0.1367372182078336}",20,0,-16.885387390976323,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
21,False,"{'a': 0.7, 'e': 0.5335843865891177}",30,0,-26.497254933685674,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
22,False,"{'a': 0.7, 'e': 0.9529529168871798}",20,4,-104.87563596698342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 3}",1
23,False,"{'a': 0.7, 'e': 0.9241328000731309}",30,21,-27.890713910449694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
24,False,"{'a': 0.7, 'e': 0.4606785874113657}",20,0,13.306867497250838,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
25,False,"{'a': 0.7, 'e': 0.2194399632114593}",20,0,24.433748681796708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.7, 'e': 0.7963524702919231}",25,0,-18.454340049199104,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
27,False,"{'a': 0.7, 'e': 0.9987279672435017}",20,9,4.723485006485601,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.7, 'e': 0.7313860956454992}",20,0,-191.92349849934516,"{0: 12, 1: 0, 2: 2, 3: 3, 4: 3}",0
29,False,"{'a': 0.7, 'e': 0.12006191504243026}",20,0,18.37916334263526,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
30,False,"{'a': 0.7, 'e': 0.5477292602242684}",20,2,0.11511918102691521,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
31,False,"{'a': 0.7, 'e': 0.9579148059017156}",20,0,0.4896477912507947,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
32,False,"{'a': 0.7, 'e': 0.9175780505318613}",20,0,-12.075940177080263,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
33,False,"{'a': 0.7, 'e': 0.4456900004443364}",30,20,17.759988534094862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.7, 'e': 0.23581302095051915}",30,18,7.659093119061597,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.7, 'e': 0.8064094939122546}",20,2,-41.26994169595237,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
36,False,"{'a': 0.7, 'e': 0.9977389813911304}",30,0,30.000693993933233,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
37,False,"{'a': 0.7, 'e': 0.7198162358201257}",20,7,17.87701321464297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.7, 'e': 0.1033526671039744}",25,0,-11.768562922790565,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
39,False,"{'a': 0.7, 'e': 0.5617192758811469}",20,0,25.033597498933013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,False,"{'a': 0.7, 'e': 0.9626058663135666}",30,0,-52.58389946272643,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",0
41,False,"{'a': 0.7, 'e': 0.9107638766871473}",25,2,-30.50177904485263,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
42,False,"{'a': 0.7, 'e': 0.43057540477663}",20,2,-18.801308845278108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
43,False,"{'a': 0.7, 'e': 0.2521194079266237}",20,0,22.272073699503885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,False,"{'a': 0.7, 'e': 0.8162385236075683}",20,0,-31.078731280487883,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
45,False,"{'a': 0.7, 'e': 0.9964679075571252}",25,8,27.12269826523941,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.7, 'e': 0.7080428643420107}",25,0,-133.19807379859694,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 4}",0
47,False,"{'a': 0.7, 'e': 0.08661419855190752}",20,0,23.816496766654318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
48,False,"{'a': 0.7, 'e': 0.5755504782013374}",25,0,-40.918436838433465,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
49,False,"{'a': 0.7, 'e': 0.9670247718322008}",30,0,35.85595805990203,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
50,False,"{'a': 0.7, 'e': 0.9036922050915067}",20,6,23.44679770143236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.7, 'e': 0.4153390737160634}",25,0,18.59454855836933,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
52,False,"{'a': 0.7, 'e': 0.26835451388009673}",20,0,20.455483400791582,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.7, 'e': 0.8258367804434961}",30,0,36.56601740894256,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.7, 'e': 0.9949151051086736}",25,0,-0.7647263840606568,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
55,False,"{'a': 0.7, 'e': 0.6960693098638897}",20,0,29.597598546050055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,False,"{'a': 0.7, 'e': 0.06985124180713438}",30,0,41.7035067854851,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.7, 'e': 0.5892189567272824}",30,14,12.586681933604812,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.7, 'e': 0.9711702731126886}",30,19,-25.073639535035007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
59,False,"{'a': 0.7, 'e': 0.8963650350990852}",20,2,14.584591148272738,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.7, 'e': 0.39998531498835127}",20,0,-27.924510449453294,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
61,False,"{'a': 0.7, 'e': 0.2845137487043485}",20,2,13.631710680666185,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.7, 'e': 0.8352015507314431}",25,0,22.22317408269131,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
63,False,"{'a': 0.7, 'e': 0.9930810130653165}",30,10,25.929971669360263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.7, 'e': 0.6838989576357016}",25,0,-19.65242005431163,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
65,False,"{'a': 0.7, 'e': 0.05306853621402457}",30,23,11.100760988051496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.7, 'e': 0.6027208470078549}",20,5,-19.702767629629694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.7, 'e': 0.975041198108924}",20,0,-8.079160105628866,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
68,False,"{'a': 0.7, 'e': 0.88878443830038}",25,0,21.654063607491643,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
69,False,"{'a': 0.7, 'e': 0.3845184695192305}",30,18,18.851762554426873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.7, 'e': 0.3005925437436371}",35,0,-65.07550184929205,"{0: 31, 1: 1, 2: 1, 3: 0, 4: 2}",0
71,False,"{'a': 0.7, 'e': 0.844330186795809}",30,0,8.739288012653486,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.7, 'e': 0.990966149974821}",25,6,-23.51991354402142,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
73,False,"{'a': 0.7, 'e': 0.6715352485474537}",25,1,36.910330598326006,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.7, 'e': 0.036270826700509684}",25,8,27.25179940228698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.7, 'e': 0.616052331690985}",20,0,25.937181800342906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
76,False,"{'a': 0.7, 'e': 0.9786364524049901}",20,9,12.12923288099218,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.7, 'e': 0.8809525579365467}",20,0,-63.5499392129632,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
78,False,"{'a': 0.7, 'e': 0.36894291020712}",20,14,11.65921630255385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.7, 'e': 0.31658635308471483}",25,14,18.519115894760375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.7, 'e': 0.853220107722584}",20,6,26.432581523040877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.7, 'e': 0.9885711137665792}",25,0,25.573566012197052,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
82,False,"{'a': 0.7, 'e': 0.6589816781564026}",20,10,9.011727188657515,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.7, 'e': 0.019462862436516987}",25,15,12.851101433433085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.7, 'e': 0.6292096416028825}",20,0,26.545788561412575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
85,False,"{'a': 0.7, 'e': 0.9819550195245887}",20,0,18.79814703661702,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.7, 'e': 0.8728716082934574}",30,0,-18.990970729525724,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
87,False,"{'a': 0.7, 'e': 0.3532630406868024}",25,18,-29.01263081499468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,False,"{'a': 0.7, 'e': 0.33249065484212564}",30,23,12.028890420258278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.7, 'e': 0.8618688000890143}",25,13,23.01942382073251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.7, 'e': 0.9858965815825509}",25,0,-9.302617929270998,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
91,False,"{'a': 0.7, 'e': 0.6462417956987823}",25,0,37.18965845944462,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
92,False,"{'a': 0.7, 'e': 0.0026493954912780553}",20,11,12.800876925366007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.7, 'e': 0.6421890568137261}",25,0,12.82482158309331,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
94,False,"{'a': 0.7, 'e': 0.9849959612184215}",35,0,1.140553932145522,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",1
95,False,"{'a': 0.7, 'e': 0.8645438740756395}",25,0,25.202883788937275,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.7, 'e': 0.3374832940844236}",25,0,34.019826264440276,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.7, 'e': 0.3483009524366382}",20,0,-13.747768076351406,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
98,False,"{'a': 0.7, 'e': 0.8702738186742403}",20,7,19.385228835666627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.7, 'e': 0.982943309585819}",30,0,44.848845339080555,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
100,False,"{'a': 0.7, 'e': 0.6333192030862999}",25,9,28.481120924332103,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.7, 'e': 0.014164820510217698}",25,3,23.0585574675572,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.7, 'e': 0.654986907689365}",30,16,13.050806961767142,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.7, 'e': 0.9877584177294543}",20,12,12.134459738634913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.7, 'e': 0.855971709760354}",30,10,4.659152131322542,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
105,False,"{'a': 0.7, 'e': 0.32160813176404734}",25,14,24.25947214969716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.7, 'e': 0.36401277586655806}",20,14,10.16524867491983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.7, 'e': 0.8784327871506125}",20,8,18.00446076632295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.7, 'e': 0.9797121327468065}",20,12,11.285319661297537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.7, 'e': 0.6202175538878211}",25,0,-6.301776693923863,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
110,False,"{'a': 0.7, 'e': 0.03097503173121646}",25,12,22.93995789517742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.7, 'e': 0.6675995759288305}",20,4,18.94061394432838,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.7, 'e': 0.9902416080360025}",25,16,13.080277887857509,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.7, 'e': 0.8471575389318963}",20,14,11.398022319458478,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.7, 'e': 0.30564204206642587}",25,0,-23.075471819107545,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.7, 'e': 0.37962168297153187}",20,14,10.101110856996424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.7, 'e': 0.886343398755548}",25,2,37.168359278644594,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.7, 'e': 0.9762039646071997}",25,16,9.808523619062523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.7, 'e': 0.6069405522963685}",25,15,15.872003175460103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.7, 'e': 0.0477764854671823}",20,8,13.422490861328118,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.7, 'e': 0.6800234955873388}",30,21,16.40107832181211,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.7, 'e': 0.9924448300725413}",30,7,29.86069775133784,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.7, 'e': 0.8381038535963977}",20,2,28.436702540094284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.7, 'e': 0.2895895390399107}",20,0,23.22196603939122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.7, 'e': 0.3951232606884147}",20,3,18.737336741453202,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.7, 'e': 0.8940034169437217}",25,8,19.207953427243456,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.7, 'e': 0.9724197970216705}",20,15,9.360104560960808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.7, 'e': 0.5934919520818666}",20,0,-35.4481531740753,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
128,False,"{'a': 0.7, 'e': 0.06456443148960143}",25,16,15.226809395704601,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.7, 'e': 0.6922551540844388}",20,7,-27.841168817808313,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.7, 'e': 0.9943674609282015}",30,14,22.989271938964336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.7, 'e': 0.828813213477263}",25,13,-64.27272763327322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
132,False,"{'a': 0.7, 'e': 0.2734551611642678}",30,12,20.968416288446704,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.7, 'e': 0.41051312629904213}",20,0,31.497185498745544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.7, 'e': 0.901410676019372}",20,13,11.46936222611474,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.7, 'e': 0.9683606998774463}",20,14,10.512813415902226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.7, 'e': 0.5798755555298442}",30,10,31.330848640841577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.7, 'e': 0.08133412338894434}",25,14,-20.619058792605482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.7, 'e': 0.7042910931971771}",25,15,18.623425351389848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.7, 'e': 0.996008957022878}",25,14,-24.25333248330786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.7, 'e': 0.8192882452914593}",20,12,-24.833030336903647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.7, 'e': 0.2572434700675131}",20,3,25.007872442228155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.7, 'e': 0.42578692866929124}",20,13,-7.360538903432901,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.9085630817486419}",25,10,5.268079584741044,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
144,False,"{'a': 0.7, 'e': 0.9640278207918389}",25,5,32.879663945194835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.7, 'e': 0.5660952123664124}",25,17,12.13023892933628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.09808081991661922}",25,16,12.701891586890206,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.7161279100377899}",25,3,32.82336073214032,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.9973688542609231}",25,12,19.06818175094551,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.7, 'e': 0.8095316420069039}",20,2,31.60418383444891,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.7, 'e': 0.24095904923620143}",25,14,19.88881683097872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.4409403494792779}",20,11,14.288843415845488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.7, 'e': 0.9154586119516489}",30,20,19.07969177806665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.7, 'e': 0.9594223847877604}",25,8,24.2319816288377,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.5521548186698892}",25,0,29.147820400037766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.7, 'e': 0.1147997863254662}",20,0,29.27411833805673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.7, 'e': 0.727762258015802}",20,0,-16.983813068573806,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
157,False,"{'a': 0.7, 'e': 0.9984467681623537}",30,22,15.703758523337857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.7, 'e': 0.7995461620810406}",20,7,23.56223245624931,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.7, 'e': 0.22460650271960575}",25,20,7.431587811411164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.7, 'e': 0.4559691044442761}",25,0,37.47262486366132,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.7, 'e': 0.9220953170742175}",20,8,18.800393751163256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.95454569394739}",25,11,11.020503849731364,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.5380583157692023}",25,17,16.303647514881536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.13148629570834275}",25,14,-20.72558728673377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
165,False,"{'a': 0.7, 'e': 0.7391908477842001}",25,11,22.02028441977563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.9992423939715545}",25,6,11.282340843473243,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.7, 'e': 0.7893346286809807}",30,0,6.582120222496291,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.7, 'e': 0.20819045382794424}",25,0,-48.41454450740249,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
169,False,"{'a': 0.7, 'e': 0.4708689445259511}",30,6,32.48116532513913,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.928471320739071}",25,5,12.204325679554358,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.9493991270440358}",30,18,15.759339879945612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7, 'e': 0.523809689129614}",25,15,14.570983822301175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.14813563033463398}",20,0,27.13057500329975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.7, 'e': 0.7504104481694291}",20,8,20.428793616292932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.9997555067434418}",20,6,13.243888745576353,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.7, 'e': 0.7788999288853089}",30,17,25.17214621684306,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.7, 'e': 0.19171554382529962}",20,1,28.602401192732216,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.4856356571337549}",20,6,20.948854929580772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.9345848202763398}",20,0,30.578893636440856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.7, 'e': 0.9439841391523188}",20,11,15.601507638637639,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.5094129672259107}",25,13,20.905634661000352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.16474308298402685}",35,10,36.8565597936225,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.7614178870848962}",25,7,29.25375875950406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.9999859614070616}",30,19,7.003299635214005,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.7682450128678183}",30,22,11.740066077247286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
