trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1180,False,"{'a': 0.7, 'e': 0.9716064568723952}",20,10,10.03224809860265,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1181,False,"{'a': 0.7, 'e': 0.8955493271497279}",20,7,19.875305365571936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.7, 'e': 0.39830135552427876}",20,15,9.5798582068156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.7, 'e': 0.2862739672345102}",25,8,26.39675396363963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.7, 'e': 0.8362101700488678}",25,1,39.17541923567588,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.7, 'e': 0.9928636637448609}",35,0,51.03852266400015,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1186,False,"{'a': 0.7, 'e': 0.6825578624589776}",20,12,14.953284601312971,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.7, 'e': 0.05123443319778444}",20,7,23.874221751672142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.7, 'e': 0.6041853505563411}",20,10,19.462248539799923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.7, 'e': 0.9754473232873773}",25,15,21.578334014257045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.7, 'e': 0.887941178091436}",25,13,19.70234538220335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.7, 'e': 0.3828224223755145}",20,13,13.052278513644215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.7, 'e': 0.3023437003490411}",30,20,16.830576637826233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.7, 'e': 0.8453128565487292}",30,19,21.537038511973943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.7, 'e': 0.9907181679358757}",20,2,24.44245717215972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.7, 'e': 0.6701732445443255}",35,22,24.509923453759118,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.7, 'e': 0.03443537249784705}",20,12,10.615422385566685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.7, 'e': 0.617497993301993}",25,16,17.57895060142301,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.7, 'e': 0.979012404179545}",20,11,15.40154755510456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.7, 'e': 0.8800819838806968}",25,20,9.454401190455725,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.7, 'e': 0.3672352549023715}",30,22,13.555225093748025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.7, 'e': 0.3183279526655976}",20,13,15.174430958639688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.7, 'e': 0.8541765500835562}",30,24,8.060653182709878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.7, 'e': 0.9882925691204206}",20,9,24.302209641247867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.7, 'e': 0.657599150402583}",30,18,21.795730761710654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.7, 'e': 0.017626575980206557}",25,13,22.550699048217414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.7, 'e': 0.6306360525484209}",20,9,14.83193843187101,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.7, 'e': 0.982300691603463}",30,21,17.554217854593936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.7, 'e': 0.8719739665256939}",20,3,32.54407962481463,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.7, 'e': 0.3515442600217932}",35,23,20.68391386765239,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.7, 'e': 0.334222205000964}",25,20,10.11283678989466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.7, 'e': 0.8627987446456802}",20,16,7.149447671617949,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.7, 'e': 0.9855875530813182}",20,2,26.8370316766343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.7, 'e': 0.6448391350725134}",25,7,29.986482637497122,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.7, 'e': 0.0008127959496225714}",20,10,18.840487743027094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,17,15.815288755064996,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,5,32.781724456558564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,18,13.402208840685272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,17,26.4111438311375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,11,24.099860590860363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,6,35.533915452046585,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,13,23.136560690191338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,14,16.732206440244596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,13,21.915733361528776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,10,24.37323371821907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,11,16.189631305773332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,8,17.930262922715656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,14,10.991718396004565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,11,13.13135621732813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",30,13,31.149923696822277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,13,12.828142009950035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,20,8.199923635176773,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,5,28.214641160609666,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,1,31.179154431614407,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,11,19.23219070904145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",35,23,24.64678840787759,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",30,23,14.457035933965754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",25,5,28.832466376830066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",25,6,34.502981348324,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,13,12.0525824601673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",20,11,16.71768993546429,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",30,23,11.796398607553323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",25,20,7.53174358804766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",20,15,7.219815958847145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,16,7.524830070335531,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
